pair,referent,speaker_1,round_1,trial_1,director_1,target_1,accuracy_1,A_gesture_referent_1,B_gesture_referent_1,A_gesture_referent2_1,B_gesture_referent2_1,begin_time_1,end_time_1,duration_1,speaker_2,round_2,trial_2,director_2,target_2,accuracy_2,A_gesture_referent_2,B_gesture_referent_2,A_gesture_referent2_2,B_gesture_referent2_2,begin_time_2,end_time_2,duration_2,A_speech_1,B_speech_1,A_speech_eng_1,B_speech_eng_1,A_LH_gesture_referent_1,A_RH_gesture_referent_1,B_LH_gesture_referent_1,B_RH_gesture_referent_1,iconic_1,A_speech_2,B_speech_2,A_speech_eng_2,B_speech_eng_2,A_LH_gesture_referent_2,A_RH_gesture_referent_2,B_LH_gesture_referent_2,B_RH_gesture_referent_2,iconic_2,comparison_id,begin_time_1_adj,end_time_1_adj,duration_1_adj,begin_time_2_adj,end_time_2_adj,duration_2_adj,A_hands,B_hands,hands_dtw
12,10D,B,1.0,1_7,B,10.0,,,10D,,,329783,330023,240,A,1.0,1_7,B,10.0,,10D,,,,360425,360625,200,,"Ja, deze vond ik dat het een beetje leek alsof hij aan de achterkant van het kopje een soort van klepje of een s-s-s-schermpje zat.",,"Yes, this one I found that it looked a little bit like on the back of the cup there was some kind of flap or s-s-screen.",,,,10D-REP,True,"Ja, zonder plateau en dan nog zo'n eh plaat daarachter.",,"Yes, without a platform and then another one of those eh plates behind it.",,,10D,,,True,346,329738.0,330068.0,330.0,360360.0,360690.0,330.0,right,right,right
12,10A,B,1.0,1_7,B,10.0,,,10A,,10E,334279,334699,420,A,1.0,1_7,B,10.0,,10E,,10A,,348299,349440,1141,,En aan de twee zijkanten heeft hij twee van die palen met een bolletje erop.,,And on the two sides it has two of those poles with a ball on them.,,,10E-REP,10A-REP,True,"Dus dan, hij heeft, zeg maar, hij doet dit.",,"So then, he has, say, he does this.",,10A,10E,,,True,347,334279.0,334699.0,420.0,348299.0,349440.0,1141.0,both,both,both
12,10E,B,1.0,1_7,B,10.0,,,10A,,10E,334279,334699,420,A,1.0,1_7,B,10.0,,10E,,10A,,348299,349440,1141,,En aan de twee zijkanten heeft hij twee van die palen met een bolletje erop.,,And on the two sides it has two of those poles with a ball on them.,,,10E-REP,10A-REP,True,"Dus dan, hij heeft, zeg maar, hij doet dit.",,"So then, he has, say, he does this.",,10A,10E,,,True,348,334279.0,334699.0,420.0,348299.0,349440.0,1141.0,both,both,both
12,10A+10B,B,1.0,1_7,B,10.0,,,10A+10B,,10E+10F,336479,336859,380,A,1.0,1_7,B,10.0,,10E+10F,,10A+10B,,345565,346405,840,,En aan de twee zijkanten heeft hij twee van die palen met een bolletje erop.,,And on the two sides it has two of those poles with a ball on them.,,,10E+10F,10A+10B,True,,,,,10A+10B,10E+10F,,,True,349,336479.0,336859.0,380.0,345565.0,346405.0,840.0,both,both,both
12,10E+10F,B,1.0,1_7,B,10.0,,,10A+10B,,10E+10F,336479,336859,380,A,1.0,1_7,B,10.0,,10E+10F,,10A+10B,,345565,346405,840,,En aan de twee zijkanten heeft hij twee van die palen met een bolletje erop.,,And on the two sides it has two of those poles with a ball on them.,,,10E+10F,10A+10B,True,,,,,10A+10B,10E+10F,,,True,350,336479.0,336859.0,380.0,345565.0,346405.0,840.0,both,both,both
12,10D,A,1.0,1_7,B,10.0,,10D,,,,361231,362171,940,B,2.0,2_12,A,10.0,,,10D,,,959881,960201,320,"Ja, zonder plateau en dan nog zo'n eh plaat daarachter.",,"Yes, without a platform and then another one of those eh plates behind it.",,,10D,,,True,,Is dat met dat scherm daarachter?,,Is that with that screen back there?,,,,10D,True,351,361231.0,362171.0,940.0,959876.0,960206.0,330.0,right,right,right
12,08E,B,1.0,1_9,B,8.0,,,08E,,,520549,520949,400,A,2.0,2_4,A,8.0,,08E,,,,852412,854355,1943,,Dezelfde als die arm rechts.,,Same as that arm on the right.,,,08E,,True,"Eh, het heeft onder een staart.",,"Um, it has under a tail.",,08E,08E,,,True,352,520549.0,520949.0,400.0,852412.0,854355.0,1943.0,both,left,both
12,08A,B,1.0,1_9,B,8.0,,,08A,,,523639,525959,2320,A,2.0,2_4,A,8.0,,08A,,,,863164,863384,220,,En daarboven zit een soort van vie- platte vierkant me- met twee staven erach-eruit.,,And above that is a kind of vie- flat square me- with two rods in it.,,,08A,08A,True,"Eh, het is een, ja vierkant, daar komen twee dingen eruit.",,"Um, it's a, yes square, two things come out of that.",,08A,08A,,,True,353,523639.0,525959.0,2320.0,863109.0,863439.0,330.0,both,both,both
12,08B,B,1.0,1_9,B,8.0,,,08B,,,527177,527637,460,A,1.0,1_9,B,8.0,,08B,,,,535459,535799,340,Oh pl- oh,En daarboven zit een soort van vie- platte vierkant me- met twee staven erach-eruit.,Oh pl- oh,And above that is a kind of vie- flat square me- with two rods in it.,,,08B,08B,True,"V- eh, soort van door de vierkant heen.",,"V- eh, kind of through the square.",,08B,,,,True,354,527177.0,527637.0,460.0,535459.0,535799.0,340.0,left,both,both
12,11D,A,1.0,1_10,A,11.0,,11D,,,,571573,571853,280,B,1.0,1_10,A,11.0,,,11D,,,585819,586139,320,"Eentje, één staaf is vierkant en de andere staaf is eh... niet vierkant.",,"One, one bar is square and the other bar is um ... not square.",,11D,,,,True,,"Ja, dat is één zo gekke vorm, daar de linker staaf.",,"Yes, that is one so crazy shape, there the left bar.",,,11D-REP,,True,355,571548.0,571878.0,330.0,585814.0,586144.0,330.0,left,left,left
12,11B,A,1.0,1_10,A,11.0,,11B,,11C,,580239,582419,2180,B,2.0,2_11,B,11.0,,,11B,,,941540,942500,960,En aan de rechterkant heeft hij een bal.,,And on the right side he has a ball.,,11C,11B,,,True,Oh.,,Oh.,,,,,11B,True,356,580239.0,582419.0,2180.0,941540.0,942500.0,960.0,both,right,both
12,16D,B,1.0,1_11,B,16.0,,,16D,,,633935,634235,300,A,1.0,1_11,B,16.0,,16D,,,,637082,637282,200,,En nog zo'n f- gek flummeltje.,,And another one of those f- crazy flummoxes.,,,16D,,True,,"Ja, zoiets.",,"Yes, something like that.",16D,,,,True,357,633920.0,634250.0,330.0,637017.0,637347.0,330.0,left,left,left
12,14C,B,1.0,1_13,B,14.0,,,14C,,,669078,669378,300,A,2.0,2_16,A,14.0,,14C,,,,1019307,1019767,460,,"Ehm, deze heeft als neus één grote balk naar beneden.",,"Ehm, this one has like nose one big bar down.",,,14C,14C,True,En een paal.,,And a pole.,,,14C-REP,,,True,358,669063.0,669393.0,330.0,1019307.0,1019767.0,460.0,right,both,both
12,14D,B,1.0,1_13,B,14.0,,,14B,,14D,672601,676421,3820,A,2.0,2_16,A,14.0,,14B,,14D,,1016790,1017450,660,,En hij heeft twee van die armpjes die een beetje krom staan.,,And he has two of those little arms that are a little crooked.,,,14D,14B,True,"Eh, ik heb hier een beker met een bal op zijn hoofd en armen alsof hij een knuffel wilt geven.",,"Um, I have a cup here with a ball on his head and arms as if he wants to give a hug.",,14D,14B,,,True,359,672601.0,676421.0,3820.0,1016790.0,1017450.0,660.0,both,both,both
12,14A,B,1.0,1_13,B,14.0,,,14B,,14A,675860,676340,480,A,2.0,2_16,A,14.0,,14A,,,,1015233,1015613,380,,En een bal op zijn hoofd.,,And a ball on his head.,,,14A,14B,True,"Eh, ik heb hier een beker met een bal op zijn hoofd en armen alsof hij een knuffel wilt geven.",,"Um, I have a cup here with a ball on his head and arms as if he wants to give a hug.",,,14A,,,True,360,675860.0,676340.0,480.0,1015233.0,1015613.0,380.0,right,both,both
12,14B,B,1.0,1_13,B,14.0,,,14B,,14A,675860,676340,480,A,2.0,2_16,A,14.0,,14B,,14D,,1016790,1017450,660,,En een bal op zijn hoofd.,,And a ball on his head.,,,14A,14B,True,"Eh, ik heb hier een beker met een bal op zijn hoofd en armen alsof hij een knuffel wilt geven.",,"Um, I have a cup here with a ball on his head and arms as if he wants to give a hug.",,14D,14B,,,True,361,675860.0,676340.0,480.0,1016790.0,1017450.0,660.0,both,both,both
12,15C,A,1.0,1_14,A,15.0,,15C,,,,687996,691616,3620,B,2.0,2_5,B,15.0,,,15C,,,872581,874675,2094,Het is een soort van een zwevend plateau.,,It's sort of a floating platform.,,15C,15C,,,True,,"Oh, ik heb de zwevende hula hoop.",,"Oh, I have the floating hula hope.",,,15C,15C,True,362,687996.0,691616.0,3620.0,872581.0,874675.0,2094.0,both,both,both
12,15D,A,1.0,1_14,A,15.0,,15D,,,,695904,696344,440,B,1.0,1_14,A,15.0,,,15D,,,696881,701741,4860,"Eh, links een hoekige staaf.",,"Um, on the left an angular rod.",,15D,,,,True,"Eh, links een hoekige staaf.",,"Um, on the left an angular rod.",,,,15D,,True,363,695904.0,696344.0,440.0,696881.0,701741.0,4860.0,left,left,left
12,15D,B,1.0,1_14,A,15.0,,,15D,,,696881,701741,4860,A,1.0,1_14,A,15.0,,15D,15D,,,697467,697727,260,"Eh, links een hoekige staaf.",,"Um, on the left an angular rod.",,,,15D,,True,"Eh, links een hoekige staaf.",,"Um, on the left an angular rod.",,15D,,15D,,True,364,696881.0,701741.0,4860.0,697432.0,697762.0,330.0,left,left,left
12,15D,A,1.0,1_14,A,15.0,,15D,15D,,,699079,700159,1080,B,1.0,1_14,A,15.0,,15A,15D,,,701700,702979,1279,"Dus zit(?) een eh staaf, zit een hoek in.",,"So sitting(?) an eh rod, there's an angle in it.",,15D,,15D,,True,En twee van die dingen op zijn hoofd.,,And two of those things on his head.,,,15A,15D,,True,365,699079.0,700159.0,1080.0,701700.0,702979.0,1279.0,both,left,both
12,15A,A,1.0,1_14,A,15.0,,15A,15D,,,701700,702979,1279,B,2.0,2_5,B,15.0,,,15A,,,875852,876412,560,En twee van die dingen op zijn hoofd.,,And two of those things on his head.,,,15A,15D,,True,"Ja, even kijken.",,"Yes, let's see.",,,,15A,15A,True,366,701700.0,702979.0,1279.0,875852.0,876412.0,560.0,right,both,both
12,06D,B,1.0,1_15,B,6.0,,,06D,,,717535,717835,300,A,2.0,2_8,A,6.0,,06D,,,,903779,904439,660,,"Echt zo'n neusje met zo'n paal erdoor, en dan zo'n ronde schijf er nog achter.",,"Really such a nose with such a pole through it, and then such a round disk still behind it.",,,06D,06D,True,Ik heb nu eh gezicht van een man met een snor en het lijkt op- alsof een paal door zijn neus gaat.,,I now have eh face of a man with a mustache and it looks op- like a pole going through his nose.,,,06D,,,True,367,717520.0,717850.0,330.0,903779.0,904439.0,660.0,right,both,both
12,06A,B,1.0,1_15,B,6.0,,,06A,,,723750,724610,860,A,1.0,1_15,B,6.0,,06A,,,,725585,726005,420,"Ja, ik snap wat je bedoelt.",En een zo'n klein... fliemeltje van bov-,"Yes, I see what you mean.",And one of those little ... flimsy ones from bov-,,,,06A,True,,En een zo'n klein... fliemeltje van bov-,,And one of those little ... flimsy ones from bov-,,06A,,,True,368,723750.0,724610.0,860.0,725585.0,726005.0,420.0,right,right,right
12,09C,A,1.0,1_16,A,9.0,,09C,,,,744716,747336,2620,B,2.0,2_15,B,9.0,,,09C,,,1005370,1006010,640,Links heeft hij een staaf.,,"On the left, he has a rod.",,09C,,,,True,"Ja, *G*.",,"Yes, *G*.",,,,09C,,True,369,744716.0,747336.0,2620.0,1005370.0,1006010.0,640.0,left,left,left
12,09D,A,1.0,1_16,A,9.0,,09D,,,,748156,752216,4060,B,2.0,2_15,B,9.0,,,09D,,,996939,997299,360,En daarachter heeft hij een cilinder.,,And behind it he has a cylinder.,,,09D,,,True,,En met die cirkel aan de achterkant.,,And with that circle on the back.,,,,09D,True,370,748156.0,752216.0,4060.0,996939.0,997299.0,360.0,right,right,right
12,09A,A,1.0,1_16,A,9.0,,09A,,,,753292,754532,1240,B,2.0,2_15,B,9.0,,,09A,,,1006563,1006923,360,En dan rechts steekt er dan een soort van knuppel eruit.,,And then on the right there's a kind of bat sticking out.,,,09A,,,True,,En dan één arm en één knuppel.,,And then one arm and one bat.,,,,09A,True,371,753292.0,754532.0,1240.0,1006563.0,1006923.0,360.0,right,right,right
12,05E,B,2.0,2_1,B,5.0,,,05E,,,777543,778523,980,A,5.0,5_4,A,5.0,,05E,,,,1379580,1380020,440,,En die hele grote neus en dan dat gekke driehoekje... aan de zijkant.,,And that really big nose and then that crazy little triangle ... on the side.,,,05E,05E,True,Met de arm.,Oh ja.,With the arm.,Oh yes.,,05E,,,True,372,777543.0,778523.0,980.0,1379580.0,1380020.0,440.0,right,both,both
12,04D,A,2.0,2_2,A,4.0,,04D,,,,799294,799614,320,B,3.0,3_11,B,4.0,,,04D,,,1129435,1129975,540,"Een staaf die naar links gaat en rechts heeft hij twee vierkante armen, rechthoekige armen.",,"A rod going to the left and to the right it has two square arms, rectangular arms.",,04D,,,,True,,En links dan...,,And then on the left...,,,04D,,True,373,799289.0,799619.0,330.0,1129435.0,1129975.0,540.0,left,left,left
12,04C,A,2.0,2_2,A,4.0,,04C,,,,823039,823499,460,B,3.0,3_11,B,4.0,,,04C,,,1130512,1132512,2000,"Het heeft dus linksonder een f- zo'n boog, zo'n friemeltje.",,"So it has a lower left f-such an arc, such a frieze.",,04C-REP,,,,True,,,,,,,04C,,True,374,823039.0,823499.0,460.0,1130512.0,1132512.0,2000.0,left,left,left
12,04B,A,2.0,2_2,A,4.0,,04B,,,,828703,829143,440,B,3.0,3_11,B,4.0,,,04B,,,1124847,1126880,2033,Een neus.,Ja.,A nose.,Yes.,04B,,,,True,,"Ehm, ja ik heb weer die eend, maar jij zei twee rechte... balken rechts...",,"Um, yes I have that duck again, but you said two straight... bars on the right....",,,,04B,True,375,828703.0,829143.0,440.0,1124847.0,1126880.0,2033.0,left,right,left_right
12,04A,A,2.0,2_2,A,4.0,,04A,,,,830534,831094,560,B,3.0,3_11,B,4.0,,,04A,,,1133725,1134125,400,En een piramide zonder punt.,,And a pyramid without a point.,,,04A,,,True,,Onder zo'n fliepeltje en daarboven een hoed zonder punt.,,Below such a fliepeltje and above it a hat without a tip.,,,04A,04A,True,376,830534.0,831094.0,560.0,1133725.0,1134125.0,400.0,right,both,both
12,08A,A,2.0,2_4,A,8.0,,08A,,,,863164,863384,220,B,3.0,3_3,B,8.0,,,08A,,,1040652,1040932,280,"Eh, het is een, ja vierkant, daar komen twee dingen eruit.",,"Um, it's a, yes square, two things come out of that.",,08A,08A,,,True,,Ik heb nu weer de Pinocchio-neus met dat vierkante ding met die twee staven erdoor.,,I now have the Pinocchio nose again with that square thing with the two bars through it.,,,08A,08A,True,377,863109.0,863439.0,330.0,1040627.0,1040957.0,330.0,both,both,both
12,08B,A,2.0,2_4,A,8.0,,08B,,,,863619,864492,873,B,3.0,3_3,B,8.0,,,08B,,,1041312,1041652,340,"Eh, het is een, ja vierkant, daar komen twee dingen eruit.",,"Um, it's a, yes square, two things come out of that.",,08B,08B,,,True,,Ik heb nu weer de Pinocchio-neus met dat vierkante ding met die twee staven erdoor.,,I now have the Pinocchio nose again with that square thing with the two bars through it.,,,08B,08B,True,378,863619.0,864492.0,873.0,1041312.0,1041652.0,340.0,both,both,both
12,10A+10B,A,2.0,2_12,A,10.0,,10A+10B,,10E+10F,,953510,955307,1797,B,3.0,3_15,B,10.0,,,10A+10B,,10E+10F,1171641,1172061,420,"Ik heb hier eh, een kopje met twee armen en bolletjes aan de- aan het einde van die armen.",,"I have here um, a cup with two arms and globes on the- at the end of those arms.",,10E+10F,10A+10B,,,True,,Ik heb nu... die twee armen met bolletjes en die sch-dat scherm aan de achterkant.,,I now have ... those two arms with globes and that sch-that screen on the back.,,,10E+10F,10A+10B,True,379,953510.0,955307.0,1797.0,1171641.0,1172061.0,420.0,both,both,both
12,10E+10F,A,2.0,2_12,A,10.0,,10A+10B,,10E+10F,,953510,955307,1797,B,3.0,3_15,B,10.0,,,10A+10B,,10E+10F,1171641,1172061,420,"Ik heb hier eh, een kopje met twee armen en bolletjes aan de- aan het einde van die armen.",,"I have here um, a cup with two arms and globes on the- at the end of those arms.",,10E+10F,10A+10B,,,True,,Ik heb nu... die twee armen met bolletjes en die sch-dat scherm aan de achterkant.,,I now have ... those two arms with globes and that sch-that screen on the back.,,,10E+10F,10A+10B,True,380,953510.0,955307.0,1797.0,1171641.0,1172061.0,420.0,both,both,both
12,08A,B,3.0,3_3,B,8.0,,,08A,,,1040652,1040932,280,A,4.0,4_4,A,8.0,,08A,,,,1238819,1238999,180,,Ik heb nu weer de Pinocchio-neus met dat vierkante ding met die twee staven erdoor.,,I now have the Pinocchio nose again with that square thing with the two bars through it.,,,08A,08A,True,"Nou, jouw Pinocchio heeft een vierkant op zijn hoofd en dan twee staven eruit.",,"Well, your Pinocchio has a square on his head and then two bars out of it.",,08A,08A,,,True,381,1040627.0,1040957.0,330.0,1238744.0,1239074.0,330.0,both,both,both
12,08B,B,3.0,3_3,B,8.0,,,08B,,,1041312,1041652,340,A,4.0,4_4,A,8.0,,08B,,,,1239419,1239919,500,,Ik heb nu weer de Pinocchio-neus met dat vierkante ding met die twee staven erdoor.,,I now have the Pinocchio nose again with that square thing with the two bars through it.,,,08B,08B,True,"Nou, jouw Pinocchio heeft een vierkant op zijn hoofd en dan twee staven eruit.",Ja.,"Well, your Pinocchio has a square on his head and then two bars out of it.",Yes.,08B,08B,,,True,382,1041312.0,1041652.0,340.0,1239419.0,1239919.0,500.0,both,both,both
12,04B,B,3.0,3_11,B,4.0,,,04B,,,1127120,1127367,247,A,6.0,6_12,A,4.0,,04B,,,,1587999,1589468,1469,,"Ehm, ja ik heb weer die eend, maar jij zei twee rechte... balken rechts...",,"Um, yes I have that duck again, but you said two straight... bars on the right....",,,,04B,True,"Volgens mij was dit jouw eend, met die twee armen.",,"I think this was your duck, with the two arms.",,,04B,,,True,383,1127078.5,1127408.5,330.0,1587999.0,1589468.0,1469.0,right,right,right
12,10E+10F,B,3.0,3_15,B,10.0,,,10A+10B,,10E+10F,1171641,1172761,1120,A,4.0,4_16,A,10.0,,10A+10B,,10E+10F,,1335579,1336219,640,,Ik heb nu... die twee armen met bolletjes en die sch-dat scherm aan de achterkant.,,I now have ... those two arms with globes and that sch-that screen on the back.,,,10E+10F,10A+10B,True,Ik heb die eh palen met die bolletjes op zijn- op die armen.,,I have those eh poles with those little balls on his- on those arms.,,10E+10F,10A+10B,,,True,384,1171641.0,1172761.0,1120.0,1335579.0,1336219.0,640.0,both,both,both
12,10A+10B,B,3.0,3_15,B,10.0,,,10A+10B,,10D,1172461,1172921,460,A,4.0,4_16,A,10.0,,10A+10B,,10E+10F,,1335579,1336219,640,,Ik heb nu... die twee armen met bolletjes en die sch-dat scherm aan de achterkant.,,I now have ... those two arms with globes and that sch-that screen on the back.,,,10D,10A+10B,True,Ik heb die eh palen met die bolletjes op zijn- op die armen.,,I have those eh poles with those little balls on his- on those arms.,,10E+10F,10A+10B,,,True,385,1172461.0,1172921.0,460.0,1335579.0,1336219.0,640.0,both,both,both
12,08A,A,4.0,4_4,A,8.0,,08A,,,,1238819,1238999,180,B,5.0,5_7,B,8.0,,,08A,,,1402159,1402559,400,"Nou, jouw Pinocchio heeft een vierkant op zijn hoofd en dan twee staven eruit.",,"Well, your Pinocchio has a square on his head and then two bars out of it.",,08A,08A,,,True,*L*.,"Met die schijf, ja.",*L*.,"With that disk, yes.",,,08A,08A,True,386,1238744.0,1239074.0,330.0,1402159.0,1402559.0,400.0,both,both,both
12,10A+10B,A,4.0,4_16,A,10.0,,10A+10B,,10E+10F,,1335579,1336219,640,B,5.0,5_13,B,10.0,,,10E+10F,,10A+10B,1445502,1446002,500,Ik heb die eh palen met die bolletjes op zijn- op die armen.,,I have those eh poles with those little balls on his- on those arms.,,10E+10F,10A+10B,,,True,,Ik heb die weer die twee armen met balletjes met dat scherm erachter.,,I have those again that two arms with balls with that screen behind them.,,,10A+10B,10E+10F,True,387,1335579.0,1336219.0,640.0,1445502.0,1446002.0,500.0,both,both,both
12,10E+10F,A,4.0,4_16,A,10.0,,10A+10B,,10E+10F,,1335579,1336219,640,B,5.0,5_13,B,10.0,,,10E+10F,,10A+10B,1445502,1446002,500,Ik heb die eh palen met die bolletjes op zijn- op die armen.,,I have those eh poles with those little balls on his- on those arms.,,10E+10F,10A+10B,,,True,,Ik heb die weer die twee armen met balletjes met dat scherm erachter.,,I have those again that two arms with balls with that screen behind them.,,,10A+10B,10E+10F,True,388,1335579.0,1336219.0,640.0,1445502.0,1446002.0,500.0,both,both,both
12,10A+10B,B,5.0,5_13,B,10.0,,,10E+10F,,10A+10B,1445502,1447219,1717,A,6.0,6_16,A,10.0,,10A+10B,,10E+10F,,1620599,1621438,839,,Ik heb die weer die twee armen met balletjes met dat scherm erachter.,,I have those again that two arms with balls with that screen behind them.,,,10A+10B,10E+10F,True,,,,,10E+10F,10A+10B,,,True,389,1445502.0,1447219.0,1717.0,1620599.0,1621438.0,839.0,both,both,both
12,10E+10F,B,5.0,5_13,B,10.0,,,10E+10F,,10D,1446462,1446702,240,A,6.0,6_16,A,10.0,,10A+10B,,10E+10F,,1620599,1621438,839,,Ik heb die weer die twee armen met balletjes met dat scherm erachter.,,I have those again that two arms with balls with that screen behind them.,,,10D,10E+10F,True,,,,,10E+10F,10A+10B,,,True,390,1446417.0,1446747.0,330.0,1620599.0,1621438.0,839.0,both,both,both
13,12B,B,1.0,1_1,B,12.0,,,12B,,,19709,20069,360,A,1.0,1_1,B,12.0,,12B,,,,37606,37966,360,,"De, ja, de emmer zeg maar, de vaste vorm heeft een... eh arm waar een honkbalknuppel aan zit",,"The, yes, the bucket say, the solid form has a ... er arm that has a baseball bat on it",,,12B,,True,En dan heb je links daarvan een uitsteeksel.,,And then to the left of that you have a protrusion.,,12B,,,,True,391,19709.0,20069.0,360.0,37606.0,37966.0,360.0,left,left,left
13,12C,B,1.0,1_1,B,12.0,,,12C,,,22652,23332,680,A,1.0,1_1,B,12.0,,12C,,,,38907,39267,360,,"Met een, beetje een vierkante bovenkant.",,"With a, bit of a square top.",,,12C,12C,True,En daaraan nog een uitsteeksel omhoog met een vierkant erop.,,And to that another protrusion up with a square on it.,,,12C,,,True,392,22652.0,23332.0,680.0,38907.0,39267.0,360.0,right,both,both
13,01A,A,1.0,1_2,A,1.0,,01A,,,,76135,76775,640,B,2.0,2_3,B,1.0,,,01A,,,721880,722160,280,,En dan zit er een vierkant aan de rechterkant.,,And then there's a square on the right side.,,01A,,,True,,"Oké, dan heb ik die ehm... tank met die paddenstoel bovenop, zeg maar.",,"Okay, then I have that um... tank with the mushroom on top, so to speak.",,,,01A,True,393,76135.0,76775.0,640.0,721855.0,722185.0,330.0,right,right,right
13,02A,B,1.0,1_3,B,2.0,,,02A,,,91202,91542,340,A,2.0,2_6,A,2.0,,02A,,,,777820,778080,260,,"Eh, die bak heeft nou een driehoek bovenop.",,"Um, that bin now has a triangle on top.",,,02A,02A,True,Dus met de driehoek bovenop.,,So with the triangle on top.,,02A,02A,,,True,394,91202.0,91542.0,340.0,777785.0,778115.0,330.0,both,both,both
13,02C,B,1.0,1_3,B,2.0,,,02C,,,96840,97080,240,A,4.0,4_8,A,2.0,,02C,,,,1191960,1193069,1109,,En dan een balletje onderin en een blok aan de rechterkant.,,And then a ball at the bottom and a block on the right.,,,,02C,True,En linksonder nog een rondje die er een beetje uitkomt.,,And in the lower left corner another round that comes out a little bit.,,,02C,,,True,395,96795.0,97125.0,330.0,1191960.0,1193069.0,1109.0,right,right,right
13,02B,B,1.0,1_3,B,2.0,,,02B,,,98080,98460,380,A,2.0,2_6,A,2.0,,02B,,,,779174,780154,980,,Een blok aan de rechterkant.,,A block on the right.,,,02B,02B,True,Aan de rechterkant...,,On the right...,,02B,,,,True,396,98080.0,98460.0,380.0,779174.0,780154.0,980.0,left,both,both
13,07C,A,1.0,1_4,A,7.0,,07C,,,,155219,155499,280,B,2.0,2_9,B,7.0,,,07C,,,812039,812259,220,"Ehm, ja, twee staafjes die uit dat vierkant komen.",,"Um, yes, two rods coming out of that square.",,,07C,,,True,,Met dat bakje erop en die twee uitsteeksels zeg maar.,,With that tray on top and those two protrusions so to speak.,,,07C,07C,True,397,155194.0,155524.0,330.0,811984.0,812314.0,330.0,right,both,both
13,07B,A,1.0,1_4,A,7.0,,07B,,,,155839,156379,540,B,2.0,2_9,B,7.0,,,07B,,,810723,810943,220,"Ehm, ja, twee staafjes die uit dat vierkant komen.",,"Um, yes, two rods coming out of that square.",,07B,07B,,,True,,"Eh, nou heb ik die ene basisvorm waar die tafel in is gevallen.",,"Um, well I have the one basic shape that that table fell into.",,,07B,07B,True,398,155839.0,156379.0,540.0,810668.0,810998.0,330.0,both,both,both
13,05E,A,1.0,1_6,A,5.0,,05E,,,,211320,212300,980,B,1.0,1_6,A,5.0,,,05E,,,235540,237620,2080,"En dan eh links aan de zijkant heeft hij een soort van, lijkt alsof er iets uit zou kunnen vallen.",,"And then um on the left side he has sort of, looks like something might fall out.",,,05E,,,True,,"Die heeft zeg maar, een soort van stofzuiger en iets van een blik en handvegen vast.",,"Which has, say, a kind of vacuum cleaner and something like a can and hand wipes attached to it.",,,,05E,True,399,211320.0,212300.0,980.0,235540.0,237620.0,2080.0,right,right,right
13,10E,B,1.0,1_7,B,10.0,,,10E,,,351850,352120,270,A,2.0,2_12,A,10.0,,10E,,,,847500,847800,300,,Eentje is wat kleiner dan de andere.,,One is a little smaller than the other.,,,10E,,True,Dus aan de linkerkant heeft hij een staaf die eruit komt met een balletje.,,So on the left side he has a rod that comes out with a little ball.,,10E,,,,True,400,351820.0,352150.0,330.0,847485.0,847815.0,330.0,left,left,left
13,10A,B,1.0,1_7,B,10.0,,,10A,,,352660,352820,160,A,2.0,2_12,A,10.0,,10A,,,,850220,850740,520,,Eentje is wat kleiner dan de andere.,,One is a little smaller than the other.,,,,10A,True,En aan de rechterkant heeft hij ook een staaf die eruit komt met een balletje.,,And on the right side he also has a rod coming out with a ball.,,,10A,,,True,401,352575.0,352905.0,330.0,850220.0,850740.0,520.0,right,right,right
13,10F,B,1.0,1_7,B,10.0,,,10B,,10F,359080,366417,7337,A,2.0,2_12,A,10.0,,10F,,,,849040,849280,240,,"En dan heb je op het uiteinde van die staaf, die dus onderin op drie vierde geplaatst zijn, knoppen.",,"And then on the end of that rod, which are so placed at the bottom on three fourths, you have buttons.",,,10F,10B,True,Dus aan de linkerkant heeft hij een staaf die eruit komt met een balletje.,,So on the left side he has a rod that comes out with a little ball.,,10F,,,,True,402,359080.0,366417.0,7337.0,848995.0,849325.0,330.0,left,both,both
13,08E,B,1.0,1_9,B,8.0,,,08E,,,427900,428300,400,A,1.0,1_9,B,8.0,,08E,,,,451960,453820,1860,,Onderin heeft hij een buisje.,,At the bottom it has a tube.,,,08E-REP,,True,"Ik denk dat ik hem weet, want volgens mij is er- zijn er niet zoveel met iets aan de onderkant.",,"I think I know him, because I think there is-are not that many with something on the bottom.",,,08E,,,True,403,427900.0,428300.0,400.0,451960.0,453820.0,1860.0,right,left,right_left
13,08A,B,1.0,1_9,B,8.0,,,08A,,,437452,439212,1760,A,1.0,1_9,B,8.0,,08A,,,,472622,473002,380,,Heeft hij een soort van spekje vorm.,,Does he have a kind of bacon shape.,,,08A-REP,08A-REP,True,"Ja, het lijkt op een vierkant die re- die er in is gekomen.",,"Yes, it looks like a square that re- that came in.",,08A,08A,,,True,404,437452.0,439212.0,1760.0,472622.0,473002.0,380.0,both,both,both
13,08B,B,1.0,1_9,B,8.0,,,08B,,,445474,445834,360,A,2.0,2_4,A,8.0,,08B,,,,736868,737130,262,,"Eh, waar twee... eh, van die... dingetjes uitkomen.",,"Um, where two... um, of those... dings come out.",,,08B-REP,08B-REP,True,"Op het vierkant, aan allebei de kant iets wat er uitsteekt.",,"On the square, on both sides something sticking out.",,08B,08B,,,True,405,445474.0,445834.0,360.0,736834.0,737164.0,330.0,both,both,both
